Implementation smell,Namespace,Class,File,Method,Description
Long Statement,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,validate_antilogtable,The length of the statement  "            checkString.ShouldBe("0'1':1'2':2'4':3'8':4'16':5'32':6'64':7'128':8'29':9'58':10'116':11'232':12'205':13'135':14'19':15'38':16'76':17'152':18'45':19'90':20'180':21'117':22'234':23'201':24'143':25'3':26'6':27'12':28'24':29'48':30'96':31'192':32'157':33'39':34'78':35'156':36'37':37'74':38'148':39'53':40'106':41'212':42'181':43'119':44'238':45'193':46'159':47'35':48'70':49'140':50'5':51'10':52'20':53'40':54'80':55'160':56'93':57'186':58'105':59'210':60'185':61'111':62'222':63'161':64'95':65'190':66'97':67'194':68'153':69'47':70'94':71'188':72'101':73'202':74'137':75'15':76'30':77'60':78'120':79'240':80'253':81'231':82'211':83'187':84'107':85'214':86'177':87'127':88'254':89'225':90'223':91'163':92'91':93'182':94'113':95'226':96'217':97'175':98'67':99'134':100'17':101'34':102'68':103'136':104'13':105'26':106'52':107'104':108'208':109'189':110'103':111'206':112'129':113'31':114'62':115'124':116'248':117'237':118'199':119'147':120'59':121'118':122'236':123'197':124'151':125'51':126'102':127'204':128'133':129'23':130'46':131'92':132'184':133'109':134'218':135'169':136'79':137'158':138'33':139'66':140'132':141'21':142'42':143'84':144'168':145'77':146'154':147'41':148'82':149'164':150'85':151'170':152'73':153'146':154'57':155'114':156'228':157'213':158'183':159'115':160'230':161'209':162'191':163'99':164'198':165'145':166'63':167'126':168'252':169'229':170'215':171'179':172'123':173'246':174'241':175'255':176'227':177'219':178'171':179'75':180'150':181'49':182'98':183'196':184'149':185'55':186'110':187'220':188'165':189'87':190'174':191'65':192'130':193'25':194'50':195'100':196'200':197'141':198'7':199'14':200'28':201'56':202'112':203'224':204'221':205'167':206'83':207'166':208'81':209'162':210'89':211'178':212'121':213'242':214'249':215'239':216'195':217'155':218'43':219'86':220'172':221'69':222'138':223'9':224'18':225'36':226'72':227'144':228'61':229'122':230'244':231'245':232'247':233'243':234'251':235'235':236'203':237'139':238'11':239'22':240'44':241'88':242'176':243'125':244'250':245'233':246'207':247'131':248'27':249'54':250'108':251'216':252'173':253'71':254'142':255'1':"); " is 2109.
Long Statement,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,validate_alphanumencdict,The length of the statement  "            checkString.ShouldBe("0'0:1'1:2'2:3'3:4'4:5'5:6'6:7'7:8'8:9'9:A'10:B'11:C'12:D'13:E'14:F'15:G'16:H'17:I'18:J'19:K'20:L'21:M'22:N'23:O'24:P'25:Q'26:R'27:S'28:T'29:U'30:V'31:W'32:X'33:Y'34:Z'35: '36:$'37:%'38:*'39:+'40:-'41:.'42:/'43::'44:"); " is 240.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_can_generate_address,The length of the statement  "                .ShouldBe("bitcoin:175tWpb8K1S7NmH4Zx6rewF9WQrcZv245W?label=Some%20Label%20to%20Encode&message=Some%20Message%20to%20Encode&amount=.123"); " is 138.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bookmark_should_escape_input,The length of the statement  "            generator.ToString().ShouldBe("MEBKM:TITLE:A nerd's blog\\: \\\\All\\;the\\;things\\\\;URL:http\\://code-bude.net/fake\\'url.html;;"); " is 134.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_not_generate_space_as_thousands_separator,The length of the statement  "                .ShouldBe("SPC\r\n0200\r\n1\r\nCH2609000000857666015\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n1234567.89\r\nCHF\r\nS\r\nJohn Doe\r\nParlamentsgebäude\r\n1\r\n3003\r\nBern\r\nCH\r\nSCOR\r\n99000500000000032003\r\nThis is my unstructured message.\r\nEPD\r\nSome bill information here...\r\nalt1\r\nalt2"); " is 358.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_amount_too_big,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_amount_too_big,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.Iban); " is 123.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_amount_too_big,The length of the statement  "            var reference = new PayloadGenerator.SwissQrCode.Reference(ReferenceType.QRR' "990005000000000320071012303"' ReferenceTextType.QrReference); " is 140.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_amount_too_big,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_amount_too_big,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral)); " is 197.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_incompatible_reftype,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_incompatible_reftype,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_incompatible_reftype,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_incompatible_reftype,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral)); " is 197.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt1_too_long,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt1_too_long,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt1_too_long,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt1_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral' alt1)); " is 203.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt2_too_long,The length of the statement  "            var contactGeneral = new PayloadGenerator.SwissQrCode.Contact("John Doe"' "3003"' "Bern"' "CH"' "Parlamentsgebäude"' "1"); " is 122.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt2_too_long,The length of the statement  "            var iban = new PayloadGenerator.SwissQrCode.Iban("CH2609000000857666015"' PayloadGenerator.SwissQrCode.Iban.IbanType.QrIban); " is 125.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt2_too_long,The length of the statement  "            var additionalInformation = new PayloadGenerator.SwissQrCode.AdditionalInformation("This is my unstructured message."' "Some bill information here..."); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,swissqrcode_generator_should_throw_alt2_too_long,The length of the statement  "            var exception = Record.Exception(() => new PayloadGenerator.SwissQrCode(iban' currency' contactGeneral' reference' additionalInformation' contactGeneral' amount' reqDateOfPayment' contactGeneral' alt1' alt2)); " is 209.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_mecard,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note); " is 200.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_mecard,The length of the statement  "                .ShouldBe("MECARD+\r\nN:Doe' John\r\nTEL:+4253212222\r\nTEL:+421701234567\r\nTEL:+4253211337\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nBDAY:19700201\r\nADR:''Long street 42'12345'Super-Town''Starlight Country\r\nURL:http://john.doe\r\nNICKNAME:Johnny"); " is 262.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_mecard_reversed,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note' addressOrder: PayloadGenerator.ContactData.AddressOrder.Reversed); " is 266.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_mecard_reversed,The length of the statement  "                .ShouldBe("MECARD+\r\nN:Doe' John\r\nTEL:+4253212222\r\nTEL:+421701234567\r\nTEL:+4253211337\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nBDAY:19700201\r\nADR:''42 Long street'Super-Town''12345'Starlight Country\r\nURL:http://john.doe\r\nNICKNAME:Johnny"); " is 262.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard21,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note); " is 200.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard21,The length of the statement  "                .ShouldBe("BEGIN:VCARD\r\nVERSION:2.1\r\nN:Doe;John;;;\r\nFN:John Doe\r\nTEL;HOME;VOICE:+4253212222\r\nTEL;HOME;CELL:+421701234567\r\nTEL;WORK;VOICE:+4253211337\r\nADR;HOME;PREF:;;Long street 42;12345;Super-Town;;Starlight Country\r\nBDAY:19700201\r\nURL:http://john.doe\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nEND:VCARD"); " is 334.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard3,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note); " is 200.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard3,The length of the statement  "                .ShouldBe("BEGIN:VCARD\r\nVERSION:3.0\r\nN:Doe;John;;;\r\nFN:John Doe\r\nTEL;TYPE=HOME'VOICE:+4253212222\r\nTEL;TYPE=HOME'CELL:+421701234567\r\nTEL;TYPE=WORK'VOICE:+4253211337\r\nADR;TYPE=HOME'PREF:;;Long street 42;12345;Super-Town;;Starlight Country\r\nBDAY:19700201\r\nURL:http://john.doe\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nNICKNAME:Johnny\r\nEND:VCARD"); " is 373.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard4,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note); " is 200.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard4,The length of the statement  "                .ShouldBe("BEGIN:VCARD\r\nVERSION:4.0\r\nN:Doe;John;;;\r\nFN:John Doe\r\nTEL;TYPE=home'voice;VALUE=uri:tel:+4253212222\r\nTEL;TYPE=home'cell;VALUE=uri:tel:+421701234567\r\nTEL;TYPE=work'voice;VALUE=uri:tel:+4253211337\r\nADR;TYPE=home'pref:;;Long street 42;12345;Super-Town;;Starlight Country\r\nBDAY:19700201\r\nURL:http://john.doe\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nNICKNAME:Johnny\r\nEND:VCARD"); " is 415.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard4_reverse,The length of the statement  "            var generator = new PayloadGenerator.ContactData(outputType' firstname' lastname' nickname' phone' mobilePhone' workPhone' email' birthday' website' street' houseNumber' city' zipCode' country' note' addressOrder: PayloadGenerator.ContactData.AddressOrder.Reversed); " is 266.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,contactdata_generator_can_generate_payload_full_vcard4_reverse,The length of the statement  "                .ShouldBe("BEGIN:VCARD\r\nVERSION:4.0\r\nN:Doe;John;;;\r\nFN:John Doe\r\nTEL;TYPE=home'voice;VALUE=uri:tel:+4253212222\r\nTEL;TYPE=home'cell;VALUE=uri:tel:+421701234567\r\nTEL;TYPE=work'voice;VALUE=uri:tel:+4253211337\r\nADR;TYPE=home'pref:;;42 Long street;Super-Town;;12345;Starlight Country\r\nBDAY:19700201\r\nURL:http://john.doe\r\nEMAIL:me@john.doe\r\nNOTE:Badass programmer.\r\nNICKNAME:Johnny\r\nEND:VCARD"); " is 415.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,whatsapp_generator_can_generate_payload_simple,The length of the statement  "                .ShouldBe("whatsapp://send?phone=01601234567&text=This%20is%20a%20sample%20message%20with%20Umlauts%3A%20%C3%84%2C%C3%B6%2C%20%C3%BC%20and%20%C3%9F."); " is 151.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,whatsapp_should_add_unused_params,The length of the statement  "                .ShouldBe("whatsapp://send?phone=&text=This%20is%20a%20sample%20message%20with%20Umlauts%3A%20%C3%84%2C%C3%B6%2C%20%C3%BC%20and%20%C3%9F."); " is 140.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,monero_generator_can_generate_payload_first_param,The length of the statement  "                .ShouldBe("monero://46BeWrHpwXmHDpDEUmZBWZfoQpdc6HaERCNmx1pEYL2rAcuwufPN9rXHHtyUA4QVy66qeFQkn6sfK8aHYjA3jk3o1Bv16em?tx_amount=1.3"); " is 132.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,monero_generator_can_generate_payload_named_param,The length of the statement  "                .ShouldBe("monero://46BeWrHpwXmHDpDEUmZBWZfoQpdc6HaERCNmx1pEYL2rAcuwufPN9rXHHtyUA4QVy66qeFQkn6sfK8aHYjA3jk3o1Bv16em?recipient_name=Raffael%20Herrmann"); " is 152.
Long Statement,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,monero_generator_can_generate_payload_full_param,The length of the statement  "                .ShouldBe("monero://46BeWrHpwXmHDpDEUmZBWZfoQpdc6HaERCNmx1pEYL2rAcuwufPN9rXHHtyUA4QVy66qeFQkn6sfK8aHYjA3jk3o1Bv16em?tx_payment_id=1234567890123456789012345678901234567890123456789012345678901234&recipient_name=Raffael%20Herrmann&tx_amount=1.3&tx_description=Monero%20transaction%20via%20QrCoder.NET."); " is 302.
Magic Number,QRCoderTests,QRCodeRendererTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRCodeRendererTests.cs,can_create_standard_qrcode_graphic,The following statement contains a magic number: var bmp = new QRCode(data).GetGraphic(10);
Magic Number,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,can_recognize_enconding_alphanumeric,The following statement contains a magic number: result.ShouldBe(2);
Magic Number,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,can_recognize_enconding_forced_bytemode,The following statement contains a magic number: result.ShouldBe(4);
Magic Number,QRCoderTests,QRGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\QRGeneratorTests.cs,can_recognize_enconding_byte,The following statement contains a magic number: result.ShouldBe(4);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_can_generate_address,The following statement contains a magic number: var amount = .123;
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_should_skip_missing_label,The following statement contains a magic number: var amount = .123;
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_should_skip_missing_message,The following statement contains a magic number: var amount = .123;
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_should_round_to_satoshi,The following statement contains a magic number: var amount = .123456789;
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,bitcoin_address_generator_disregards_current_culture,The following statement contains a magic number: var amount = .123;
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var begin = new DateTime(2016'01'03'12'00'00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var begin = new DateTime(2016'01'03'12'00'00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var begin = new DateTime(2016'01'03'12'00'00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var end = new DateTime(2016'01'03'14'30'0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var end = new DateTime(2016'01'03'14'30'0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var end = new DateTime(2016'01'03'14'30'0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_universal,The following statement contains a magic number: var end = new DateTime(2016'01'03'14'30'0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_ical,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_allday,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_allday,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_allday,The following statement contains a magic number: var end = new DateTime(2016' 01' 03);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_build_allday,The following statement contains a magic number: var end = new DateTime(2016' 01' 03);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_care_empty_fields,The following statement contains a magic number: var end = new DateTime(2016' 01' 03' 14' 30' 0);
Magic Number,QRCoderTests,PayloadGeneratorTests,D:\research\architectureSmells\repos\codebude_QRCoder\QRCoderTests\PayloadGeneratorTests.cs,calendarevent_should_add_unused_params,The following statement contains a magic number: var begin = new DateTime(2016' 01' 03' 12' 00' 00);
