Implementation smell,Namespace,Class,File,Method,Description
Long Method,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The method has 197 lines of code.
Complex Method,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,Cyclomatic complexity of the method is 15
Long Statement,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The length of the statement  "            ImmediateContext.ClearDepthStencilView(DepthStencilView' DepthStencilClearFlags.Depth|DepthStencilClearFlags.Stencil' 1.0f' 0 ); " is 128.
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,NormalDisplacementMapsDemo,The following statement contains a magic number: _skullMat = new Material {                  Ambient = new Color4(0.4f' 0.4f' 0.4f)'                  Diffuse = new Color4(0.8f' 0.8f' 0.8f)'                  Specular = new Color4(16.0f' 0.8f' 0.8f' 0.8f)'                  Reflect = new Color4(0.5f' 0.5f' 0.5f)              };
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,Init,The following statement contains a magic number: _sky = new Sky(Device' "Textures/snowcube1024.dds"' 5000.0f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,OnResize,The following statement contains a magic number: _camera.SetLens(0.25f * MathF.PI' AspectRatio' 1.0f' 1000.0f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,OnResize,The following statement contains a magic number: _camera.SetLens(0.25f * MathF.PI' AspectRatio' 1.0f' 1000.0f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,UpdateScene,The following statement contains a magic number: _camera.Walk(10.0f * dt);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,UpdateScene,The following statement contains a magic number: _camera.Walk(-10.0f * dt);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,UpdateScene,The following statement contains a magic number: _camera.Strafe(-10.0f * dt);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,UpdateScene,The following statement contains a magic number: _camera.Strafe(10.0f * dt);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: Effects.DisplacementMapFX.SetHeightScale(0.05f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: Effects.DisplacementMapFX.SetMinTessDistance(25.0f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: Effects.DisplacementMapFX.SetMaxTessFactor(5.0f);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.BasicFX.SetMaterial(_gridMat);                          Effects.BasicFX.SetDiffuseMap(_stoneTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.NormalMapFX.SetMaterial(_gridMat);                          Effects.NormalMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.NormalMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(8' 10' 1));                          Effects.DisplacementMapFX.SetMaterial(_gridMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_stoneTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_stoneNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.BasicFX.SetMaterial(_boxMat);                          Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.NormalMapFX.SetMaterial(_boxMat);                          Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.DisplacementMapFX.SetMaterial(_boxMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.BasicFX.SetMaterial(_boxMat);                          Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.NormalMapFX.SetMaterial(_boxMat);                          Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.DisplacementMapFX.SetMaterial(_boxMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                      case RenderOptions.Basic:                          Effects.BasicFX.SetWorld(world);                          Effects.BasicFX.SetWorldInvTranspose(wit);                          Effects.BasicFX.SetWorldViewProj(wvp);                          Effects.BasicFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.BasicFX.SetMaterial(_boxMat);                          Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                          break;                      case RenderOptions.NormalMap:                          Effects.NormalMapFX.SetWorld(world);                          Effects.NormalMapFX.SetWorldInvTranspose(wit);                          Effects.NormalMapFX.SetWorldViewProj(wvp);                          Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.NormalMapFX.SetMaterial(_boxMat);                          Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                      case RenderOptions.DisplacementMap:                          Effects.DisplacementMapFX.SetWorld(world);                          Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                          Effects.DisplacementMapFX.SetViewProj(viewProj);                          Effects.DisplacementMapFX.SetWorldViewProj(wvp);                          Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(2' 1' 1));                          Effects.DisplacementMapFX.SetMaterial(_boxMat);                          Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                          Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                          break;                  }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                          case RenderOptions.Basic:                              Effects.BasicFX.SetWorld(world);                              Effects.BasicFX.SetWorldInvTranspose(wit);                              Effects.BasicFX.SetWorldViewProj(wvp);                              Effects.BasicFX.SetTexTransform(Matrix.Scaling(1'2' 1));                              Effects.BasicFX.SetMaterial(_cylinderMat);                              Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                              break;                          case RenderOptions.NormalMap:                              Effects.NormalMapFX.SetWorld(world);                              Effects.NormalMapFX.SetWorldInvTranspose(wit);                              Effects.NormalMapFX.SetWorldViewProj(wvp);                              Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.NormalMapFX.SetMaterial(_cylinderMat);                              Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                          case RenderOptions.DisplacementMap:                              Effects.DisplacementMapFX.SetWorld(world);                              Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                              Effects.DisplacementMapFX.SetViewProj(viewProj);                              Effects.DisplacementMapFX.SetWorldViewProj(wvp);                              Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.DisplacementMapFX.SetMaterial(_cylinderMat);                              Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                      }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                          case RenderOptions.Basic:                              Effects.BasicFX.SetWorld(world);                              Effects.BasicFX.SetWorldInvTranspose(wit);                              Effects.BasicFX.SetWorldViewProj(wvp);                              Effects.BasicFX.SetTexTransform(Matrix.Scaling(1'2' 1));                              Effects.BasicFX.SetMaterial(_cylinderMat);                              Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                              break;                          case RenderOptions.NormalMap:                              Effects.NormalMapFX.SetWorld(world);                              Effects.NormalMapFX.SetWorldInvTranspose(wit);                              Effects.NormalMapFX.SetWorldViewProj(wvp);                              Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.NormalMapFX.SetMaterial(_cylinderMat);                              Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                          case RenderOptions.DisplacementMap:                              Effects.DisplacementMapFX.SetWorld(world);                              Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                              Effects.DisplacementMapFX.SetViewProj(viewProj);                              Effects.DisplacementMapFX.SetWorldViewProj(wvp);                              Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.DisplacementMapFX.SetMaterial(_cylinderMat);                              Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                      }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,DrawScene,The following statement contains a magic number: switch (_renderOptions) {                          case RenderOptions.Basic:                              Effects.BasicFX.SetWorld(world);                              Effects.BasicFX.SetWorldInvTranspose(wit);                              Effects.BasicFX.SetWorldViewProj(wvp);                              Effects.BasicFX.SetTexTransform(Matrix.Scaling(1'2' 1));                              Effects.BasicFX.SetMaterial(_cylinderMat);                              Effects.BasicFX.SetDiffuseMap(_brickTexSRV);                              break;                          case RenderOptions.NormalMap:                              Effects.NormalMapFX.SetWorld(world);                              Effects.NormalMapFX.SetWorldInvTranspose(wit);                              Effects.NormalMapFX.SetWorldViewProj(wvp);                              Effects.NormalMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.NormalMapFX.SetMaterial(_cylinderMat);                              Effects.NormalMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.NormalMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                          case RenderOptions.DisplacementMap:                              Effects.DisplacementMapFX.SetWorld(world);                              Effects.DisplacementMapFX.SetWorldInvTranspose(wit);                              Effects.DisplacementMapFX.SetViewProj(viewProj);                              Effects.DisplacementMapFX.SetWorldViewProj(wvp);                              Effects.DisplacementMapFX.SetTexTransform(Matrix.Scaling(1' 2' 1));                              Effects.DisplacementMapFX.SetMaterial(_cylinderMat);                              Effects.DisplacementMapFX.SetDiffuseMap(_brickTexSRV);                              Effects.DisplacementMapFX.SetNormalMap(_brickNormalTexSRV);                              break;                      }
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,OnMouseMove,The following statement contains a magic number: var dx = MathF.ToRadians(0.25f * (e.X - _lastMousePos.X));
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,OnMouseMove,The following statement contains a magic number: var dy = MathF.ToRadians(0.25f * (e.Y - _lastMousePos.Y));
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var grid = GeometryGenerator.CreateGrid(20' 30' 60' 40);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var grid = GeometryGenerator.CreateGrid(20' 30' 60' 40);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var grid = GeometryGenerator.CreateGrid(20' 30' 60' 40);
Magic Number,NormalDisplacementMaps,NormalDisplacementMapsDemo,D:\research\architectureSmells\repos\ericrrichards_dx11\DX11\NormalDisplacementMaps\Program.cs,BuildShapeGeometryBuffers,The following statement contains a magic number: var grid = GeometryGenerator.CreateGrid(20' 30' 60' 40);
