Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,GetAnimation,The following statement contains a magic number: var cur = line + ((((header >> 12) & 0x3FF) * delta) + ((header >> 22) & 0x3FF));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,GetAnimation,The following statement contains a magic number: var cur = line + ((((header >> 12) & 0x3FF) * delta) + ((header >> 22) & 0x3FF));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,ApplyHue,The following statement contains a magic number: var pEnd = pDest + 32;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,ApplyHue,The following statement contains a magic number: pEnd += 32;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,ApplyHue,The following statement contains a magic number: var r = (c >> 10) & 0x1F;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,ApplyHue,The following statement contains a magic number: var g = (c >> 5) & 0x1F;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,ApplyHue,The following statement contains a magic number: *pBuffer++ = pColors[c >> 10];
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,Translate,The following statement contains a magic number: (table & (1 << 31)) != 0
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000) / 175);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000) / 175);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,AnimationImageSourceStorageAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\AnimationImageSourceStorageAdapter.cs,InitializeTable,The following statement contains a magic number: var count = 400 + ((_fileIndices[0].Entries.Length - 35000) / 175);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var bmp = new WriteableBitmap(44' 44' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var bmp = new WriteableBitmap(44' 44' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var bmp = new WriteableBitmap(44' 44' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var bmp = new WriteableBitmap(44' 44' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var xOffset = 21;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: var xRun = 2;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: y < 22
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: xRun = 44;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: y < 22
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: bmp.AddDirtyRect(new Int32Rect(0' 0' 44' 44));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetLand,The following statement contains a magic number: bmp.AddDirtyRect(new Int32Rect(0' 0' 44' 44));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetStatic,The following statement contains a magic number: var start = (int)bin.BaseStream.Position + (height * 2);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetStatic,The following statement contains a magic number: lookups[i] = (start + (bin.ReadUInt16() * 2));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetStatic,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ArtworkImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ArtworkImageSourceAdapter.cs,GetStatic,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: _fonts = new ASCIIFont[10];
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: var chars = new ASCIIChar[224];
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: height > fontHeight && k < 96
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: pixels[y * width + x] = (ushort)(reader.ReadByte() | (reader.ReadByte() << 8));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: k < 224
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: i < 10
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var delta = bmp.BackBufferStride >> 2;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var c = ((((text[i]) - 0x20) & 0x7FFFFFFF) % 224);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,ASCIIFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\ASCIIFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: *dest++ = (pixel == 0 ? 0 : 255 << 24) | ((byte)((pixel & 0x7C00) >> 7) << 16) | ((byte)((pixel & 0x3E0) >> 2) << 8) |                                    (byte)((pixel & 0x1F) << 3);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,GumpImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\GumpImageSourceAdapter.cs,GetGump,The following statement contains a magic number: var width = (extra >> 16) & 0xFFFF;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,GumpImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\GumpImageSourceAdapter.cs,GetGump,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,GumpImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\GumpImageSourceAdapter.cs,GetGump,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,GumpImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\GumpImageSourceAdapter.cs,GetGump,The following statement contains a magic number: lookups[i] = start + (bin.ReadInt32() * 4);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,TexmapImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\TexmapImageSourceAdapter.cs,GetTexmap,The following statement contains a magic number: var size = extra == 0 ? 64 : 128;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,TexmapImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\TexmapImageSourceAdapter.cs,GetTexmap,The following statement contains a magic number: var size = extra == 0 ? 64 : 128;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,TexmapImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\TexmapImageSourceAdapter.cs,GetTexmap,The following statement contains a magic number: var bmp = new WriteableBitmap(size' size' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,TexmapImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\TexmapImageSourceAdapter.cs,GetTexmap,The following statement contains a magic number: var bmp = new WriteableBitmap(size' size' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: stream.Seek(((c) * 4)' SeekOrigin.Begin);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,Initialize,The following statement contains a magic number: font.Chars[c].Bytes = bin.ReadBytes(height * (((width - 1) / 8) + 1));
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var bmp = new WriteableBitmap(width' height' 96' 96' PixelFormats.Bgr555' null);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var dx = 2;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: dx += 5;
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: c == 32
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var offset = k / 8 + dy * ((charWidth + 7) / 8);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var offset = k / 8 + dy * ((charWidth + 7) / 8);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: var offset = k / 8 + dy * ((charWidth + 7) / 8);
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: (data[offset] & (1 << (7 - (k % 8)))) != 0
Magic Number,OpenUO.Ultima.PresentationOpenUO.Core.Adapters,UnicodeFontImageSourceAdapter,D:\research\architectureSmells\repos\fdsprod_OpenUO\OpenUO.Ultima.PresentationFramework\Adapters\UnicodeFontImageSourceAdapter.cs,GetText,The following statement contains a magic number: (data[offset] & (1 << (7 - (k % 8)))) != 0
