Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: if (control.Orientation == Orientation.Horizontal) {  	points [0] = new Point ((w / 2)' d + (sW / 2));  	points [1] = new Point (points [0].X - 10' points [0].Y);  	points [2] = new Point (points [0].X + 10' points [0].Y);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  }  else {  	points [0] = new Point (d + (sW / 2)' (h / 2));  	points [1] = new Point (points [0].X' points [0].Y - 10);  	points [2] = new Point (points [0].X' points [0].Y + 10);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: if (control.Orientation == Orientation.Horizontal) {  	points [0] = new Point ((w / 2)' d + (sW / 2));  	points [1] = new Point (points [0].X - 10' points [0].Y);  	points [2] = new Point (points [0].X + 10' points [0].Y);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  }  else {  	points [0] = new Point (d + (sW / 2)' (h / 2));  	points [1] = new Point (points [0].X' points [0].Y - 10);  	points [2] = new Point (points [0].X' points [0].Y + 10);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: if (control.Orientation == Orientation.Horizontal) {  	points [0] = new Point ((w / 2)' d + (sW / 2));  	points [1] = new Point (points [0].X - 10' points [0].Y);  	points [2] = new Point (points [0].X + 10' points [0].Y);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  }  else {  	points [0] = new Point (d + (sW / 2)' (h / 2));  	points [1] = new Point (points [0].X' points [0].Y - 10);  	points [2] = new Point (points [0].X' points [0].Y + 10);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: if (control.Orientation == Orientation.Horizontal) {  	points [0] = new Point ((w / 2)' d + (sW / 2));  	points [1] = new Point (points [0].X - 10' points [0].Y);  	points [2] = new Point (points [0].X + 10' points [0].Y);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  }  else {  	points [0] = new Point (d + (sW / 2)' (h / 2));  	points [1] = new Point (points [0].X' points [0].Y - 10);  	points [2] = new Point (points [0].X' points [0].Y + 10);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  	e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [0] = new Point ((w / 2)' d + (sW / 2));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [0] = new Point ((w / 2)' d + (sW / 2));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [1] = new Point (points [0].X - 10' points [0].Y);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [2] = new Point (points [0].X + 10' points [0].Y);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [2] = new Point (points [0].X + 10' points [0].Y);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' 0' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' 0' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 20' 2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' w / 2 + 20' d + sW / 2 - 1' w / 2 - 21' 1);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [0] = new Point (d + (sW / 2)' (h / 2));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [0] = new Point (d + (sW / 2)' (h / 2));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [1] = new Point (points [0].X' points [0].Y - 10);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [2] = new Point (points [0].X' points [0].Y + 10);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: points [2] = new Point (points [0].X' points [0].Y + 10);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' 0' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' 0' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlDarkDark)' d + sW / 2 - 1' h / 2 + 20' 2' h / 2 - 20);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillRectangle (new SolidBrush (SystemColors.ControlLightLight)' d + sW / 2 - 1' h / 2 + 20' 1' h / 2 - 21);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: foreach (Point p in points) {  	p.Offset (-2' -2);  	e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  	p.Offset (1' 1);  	e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  }  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: p.Offset (-2' -2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: p.Offset (-2' -2);  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillEllipse (SystemBrushes.ControlDark' new Rectangle (p' new Size (3' 3)));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,splitContainer_Splitter_Paint,The following statement contains a magic number: e.Graphics.FillEllipse (SystemBrushes.ControlLight' new Rectangle (p' new Size (3' 3)));  
Magic Number,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,btTagFilterResult_Click,The following statement contains a magic number: for (int i = lVTag.Items.Count - 1; i >= 0; --i) {  	ListViewItem item = lVTag.Items [i];  	string tagName = item.SubItems [0].Text;  	string tagValue = item.SubItems [1].Text;  	string tagText = item.SubItems [2].Text;  	//I'm sorry for anyone that debug these following lines. It's the filter logic which I only can say...  	if (!((String.IsNullOrEmpty (cBTagName.Text) || tagName == cBTagName.Text) && (String.IsNullOrEmpty (cbTagValue.Text) || tagValue == cbTagValue.Text) && (String.IsNullOrEmpty (tBTagText.Text) || rBTextExact.Checked && tagText == tBTagText.Text || rBTextContain.Checked && tagText.Contains (tBTagText.Text) || rBTextStartWith.Checked && tagText.StartsWith (tBTagText.Text) || rBTextEndWith.Checked && tagText.EndsWith (tBTagText.Text)))) {  		lVTag.Items.RemoveAt (i);  	}  }  
Missing Default,MeTagQA,MainForm,C:\repos\superlucky8848_Misc_VS\MeTag\MeTagQA\MainForm.cs,cBTagName_SelectedIndexChanged,The following switch statement is missing a default case: switch (cBTagName.Text) {  case "purpose":  	cbTagValue.Items.Add ("personal");  	cbTagValue.Items.Add ("public");  	break;  case "destination":  	cbTagValue.Items.Add ("country");  	cbTagValue.Items.Add ("city");  	cbTagValue.Items.Add ("hotel");  	cbTagValue.Items.Add ("attraction");  	break;  case "time":  	cbTagValue.Items.Add ("time");  	cbTagValue.Items.Add ("period");  	break;  }  
