Implementation smell,Namespace,Class,File,Method,Description
Long Statement,NHapiTools.Model.V27.Group,GroupExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Group\GroupExtensions.cs,GetAllCLINICAL_HISTORY_DETAILRecords,The length of the statement  "            return message.GetAllRecords<CCI_I22_CLINICAL_HISTORY_DETAIL>("CLINICAL_HISTORY_DETAILRepetitionsUsed"' "GetCLINICAL_HISTORY_DETAIL"); " is 134.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllInsuredEmployerOrganizationNameAndIDRecords,The length of the statement  "            return message.GetAllRecords<XON>("InsuredEmployerOrganizationNameAndIDRepetitionsUsed"' "GetInsuredEmployerOrganizationNameAndID"); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetCertificationContactPhoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("CertificationContactPhoneNumberRepetitionsUsed"' "GetCertificationContactPhoneNumber"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllCertificationContactPhoneNumberRecords,The length of the statement  "            return message.GetAllRecords<XTN>("CertificationContactPhoneNumberRepetitionsUsed"' "GetCertificationContactPhoneNumber"); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetCertificationAgencyPhoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("CertificationAgencyPhoneNumberRepetitionsUsed"' "GetCertificationAgencyPhoneNumber"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllCertificationAgencyPhoneNumberRecords,The length of the statement  "            return message.GetAllRecords<XTN>("CertificationAgencyPhoneNumberRepetitionsUsed"' "GetCertificationAgencyPhoneNumber"); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetSecondOpinionDocumentationReceivedRecords,The length of the statement  "            object[] result = message.GetRecords("SecondOpinionDocumentationReceivedRepetitionsUsed"' "GetSecondOpinionDocumentationReceived"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllSecondOpinionDocumentationReceivedRecords,The length of the statement  "            return message.GetAllRecords<CWE>("SecondOpinionDocumentationReceivedRepetitionsUsed"' "GetSecondOpinionDocumentationReceived"); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetScheduledProcedureStepLocationRecords,The length of the statement  "            object[] result = message.GetRecords("ScheduledProcedureStepLocationRepetitionsUsed"' "GetScheduledProcedureStepLocation"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllScheduledProcedureStepLocationRecords,The length of the statement  "            return message.GetAllRecords<CWE>("ScheduledProcedureStepLocationRepetitionsUsed"' "GetScheduledProcedureStepLocation"); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetOrganizationalLocationRelationshipValueRecords,The length of the statement  "            object[] result = message.GetRecords("OrganizationalLocationRelationshipValueRepetitionsUsed"' "GetOrganizationalLocationRelationshipValue"); " is 141.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllOrganizationalLocationRelationshipValueRecords,The length of the statement  "            return message.GetAllRecords<XON>("OrganizationalLocationRelationshipValueRepetitionsUsed"' "GetOrganizationalLocationRelationshipValue"); " is 138.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddOrganizationalLocationRelationshipValue,The length of the statement  "            return message.GetOrganizationalLocationRelationshipValue(message.OrganizationalLocationRelationshipValueRepetitionsUsed); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetMasterFileApplicationIdentifierRecords,The length of the statement  "            object[] result = message.GetRecords("MasterFileApplicationIdentifierRepetitionsUsed"' "GetMasterFileApplicationIdentifier"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllMasterFileApplicationIdentifierRecords,The length of the statement  "            return message.GetAllRecords<HD>("MasterFileApplicationIdentifierRepetitionsUsed"' "GetMasterFileApplicationIdentifier"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetContactPersonSTelephoneNumberRecords,The length of the statement  "            object[] result = message.GetRecords("ContactPersonSTelephoneNumberRepetitionsUsed"' "GetContactPersonSTelephoneNumber"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetNextOfKinAssociatedPartySIdentifiersRecords,The length of the statement  "            object[] result = message.GetRecords("NextOfKinAssociatedPartySIdentifiersRepetitionsUsed"' "GetNextOfKinAssociatedPartySIdentifiers"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllNextOfKinAssociatedPartySIdentifiersRecords,The length of the statement  "            return message.GetAllRecords<CX>("NextOfKinAssociatedPartySIdentifiersRepetitionsUsed"' "GetNextOfKinAssociatedPartySIdentifiers"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetTransportLogisticsOfCollectedSampleRecords,The length of the statement  "            object[] result = message.GetRecords("TransportLogisticsOfCollectedSampleRepetitionsUsed"' "GetTransportLogisticsOfCollectedSample"); " is 133.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllTransportLogisticsOfCollectedSampleRecords,The length of the statement  "            return message.GetAllRecords<CWE>("TransportLogisticsOfCollectedSampleRepetitionsUsed"' "GetTransportLogisticsOfCollectedSample"); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPlannedPatientTransportCommentRecords,The length of the statement  "            object[] result = message.GetRecords("PlannedPatientTransportCommentRepetitionsUsed"' "GetPlannedPatientTransportComment"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPlannedPatientTransportCommentRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PlannedPatientTransportCommentRepetitionsUsed"' "GetPlannedPatientTransportComment"); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPlacerSupplementalServiceInformationRecords,The length of the statement  "            object[] result = message.GetRecords("PlacerSupplementalServiceInformationRepetitionsUsed"' "GetPlacerSupplementalServiceInformation"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPlacerSupplementalServiceInformationRecords,The length of the statement  "            return message.GetAllRecords<CWE>("PlacerSupplementalServiceInformationRepetitionsUsed"' "GetPlacerSupplementalServiceInformation"); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetFillerSupplementalServiceInformationRecords,The length of the statement  "            object[] result = message.GetRecords("FillerSupplementalServiceInformationRepetitionsUsed"' "GetFillerSupplementalServiceInformation"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllFillerSupplementalServiceInformationRecords,The length of the statement  "            return message.GetAllRecords<CWE>("FillerSupplementalServiceInformationRepetitionsUsed"' "GetFillerSupplementalServiceInformation"); " is 132.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetDietSupplementOrPreferenceCodeRecords,The length of the statement  "            object[] result = message.GetRecords("DietSupplementOrPreferenceCodeRepetitionsUsed"' "GetDietSupplementOrPreferenceCode"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllDietSupplementOrPreferenceCodeRecords,The length of the statement  "            return message.GetAllRecords<CWE>("DietSupplementOrPreferenceCodeRepetitionsUsed"' "GetDietSupplementOrPreferenceCode"); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetIdentityOfInstrumentUsedToPerformThisStudyRecords,The length of the statement  "            object[] result = message.GetRecords("IdentityOfInstrumentUsedToPerformThisStudyRepetitionsUsed"' "GetIdentityOfInstrumentUsedToPerformThisStudy"); " is 147.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllIdentityOfInstrumentUsedToPerformThisStudyRecords,The length of the statement  "            return message.GetAllRecords<CWE>("IdentityOfInstrumentUsedToPerformThisStudyRepetitionsUsed"' "GetIdentityOfInstrumentUsedToPerformThisStudy"); " is 144.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddIdentityOfInstrumentUsedToPerformThisStudy,The length of the statement  "            return message.GetIdentityOfInstrumentUsedToPerformThisStudy(message.IdentityOfInstrumentUsedToPerformThisStudyRepetitionsUsed); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetObservationProducingDepartmentSectionRecords,The length of the statement  "            object[] result = message.GetRecords("ObservationProducingDepartmentSectionRepetitionsUsed"' "GetObservationProducingDepartmentSection"); " is 137.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllObservationProducingDepartmentSectionRecords,The length of the statement  "            return message.GetAllRecords<CWE>("ObservationProducingDepartmentSectionRepetitionsUsed"' "GetObservationProducingDepartmentSection"); " is 134.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetOutsideSiteSWhereObservationMayBePerformedRecords,The length of the statement  "            object[] result = message.GetRecords("OutsideSiteSWhereObservationMayBePerformedRepetitionsUsed"' "GetOutsideSiteSWhereObservationMayBePerformed"); " is 147.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllOutsideSiteSWhereObservationMayBePerformedRecords,The length of the statement  "            return message.GetAllRecords<CWE>("OutsideSiteSWhereObservationMayBePerformedRepetitionsUsed"' "GetOutsideSiteSWhereObservationMayBePerformed"); " is 144.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddOutsideSiteSWhereObservationMayBePerformed,The length of the statement  "            return message.GetOutsideSiteSWhereObservationMayBePerformed(message.OutsideSiteSWhereObservationMayBePerformedRepetitionsUsed); " is 128.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetServiceTestObservationPerformanceScheduleRecords,The length of the statement  "            object[] result = message.GetRecords("ServiceTestObservationPerformanceScheduleRepetitionsUsed"' "GetServiceTestObservationPerformanceSchedule"); " is 145.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllServiceTestObservationPerformanceScheduleRecords,The length of the statement  "            return message.GetAllRecords<ST>("ServiceTestObservationPerformanceScheduleRepetitionsUsed"' "GetServiceTestObservationPerformanceSchedule"); " is 141.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddServiceTestObservationPerformanceSchedule,The length of the statement  "            return message.GetServiceTestObservationPerformanceSchedule(message.ServiceTestObservationPerformanceScheduleRepetitionsUsed); " is 126.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetReferenceNormalRangeForOrdinalAndContinuousObservationsRecords,The length of the statement  "            object[] result = message.GetRecords("ReferenceNormalRangeForOrdinalAndContinuousObservationsRepetitionsUsed"' "GetReferenceNormalRangeForOrdinalAndContinuousObservations"); " is 173.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllReferenceNormalRangeForOrdinalAndContinuousObservationsRecords,The length of the statement  "            return message.GetAllRecords<RFR>("ReferenceNormalRangeForOrdinalAndContinuousObservationsRepetitionsUsed"' "GetReferenceNormalRangeForOrdinalAndContinuousObservations"); " is 170.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddReferenceNormalRangeForOrdinalAndContinuousObservations,The length of the statement  "            return message.GetReferenceNormalRangeForOrdinalAndContinuousObservations(message.ReferenceNormalRangeForOrdinalAndContinuousObservationsRepetitionsUsed); " is 154.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetCriticalRangeForOrdinalAndContinuousObservationsRecords,The length of the statement  "            object[] result = message.GetRecords("CriticalRangeForOrdinalAndContinuousObservationsRepetitionsUsed"' "GetCriticalRangeForOrdinalAndContinuousObservations"); " is 159.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllCriticalRangeForOrdinalAndContinuousObservationsRecords,The length of the statement  "            return message.GetAllRecords<RFR>("CriticalRangeForOrdinalAndContinuousObservationsRepetitionsUsed"' "GetCriticalRangeForOrdinalAndContinuousObservations"); " is 156.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddCriticalRangeForOrdinalAndContinuousObservations,The length of the statement  "            return message.GetCriticalRangeForOrdinalAndContinuousObservations(message.CriticalRangeForOrdinalAndContinuousObservationsRepetitionsUsed); " is 140.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetNormalTextCodesForCategoricalObservationsRecords,The length of the statement  "            object[] result = message.GetRecords("NormalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetNormalTextCodesForCategoricalObservations"); " is 145.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllNormalTextCodesForCategoricalObservationsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("NormalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetNormalTextCodesForCategoricalObservations"); " is 142.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddNormalTextCodesForCategoricalObservations,The length of the statement  "            return message.GetNormalTextCodesForCategoricalObservations(message.NormalTextCodesForCategoricalObservationsRepetitionsUsed); " is 126.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAbnormalTextCodesForCategoricalObservationsRecords,The length of the statement  "            object[] result = message.GetRecords("AbnormalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetAbnormalTextCodesForCategoricalObservations"); " is 149.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllAbnormalTextCodesForCategoricalObservationsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("AbnormalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetAbnormalTextCodesForCategoricalObservations"); " is 146.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddAbnormalTextCodesForCategoricalObservations,The length of the statement  "            return message.GetAbnormalTextCodesForCategoricalObservations(message.AbnormalTextCodesForCategoricalObservationsRepetitionsUsed); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetCriticalTextCodesForCategoricalObservationsRecords,The length of the statement  "            object[] result = message.GetRecords("CriticalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetCriticalTextCodesForCategoricalObservations"); " is 149.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllCriticalTextCodesForCategoricalObservationsRecords,The length of the statement  "            return message.GetAllRecords<CWE>("CriticalTextCodesForCategoricalObservationsRepetitionsUsed"' "GetCriticalTextCodesForCategoricalObservations"); " is 146.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddCriticalTextCodesForCategoricalObservations,The length of the statement  "            return message.GetCriticalTextCodesForCategoricalObservations(message.CriticalTextCodesForCategoricalObservationsRepetitionsUsed); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetTestObservationsIncludedWithinAnOrderedTestBatteryRecords,The length of the statement  "            object[] result = message.GetRecords("TestObservationsIncludedWithinAnOrderedTestBatteryRepetitionsUsed"' "GetTestObservationsIncludedWithinAnOrderedTestBattery"); " is 163.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllTestObservationsIncludedWithinAnOrderedTestBatteryRecords,The length of the statement  "            return message.GetAllRecords<CWE>("TestObservationsIncludedWithinAnOrderedTestBatteryRepetitionsUsed"' "GetTestObservationsIncludedWithinAnOrderedTestBattery"); " is 160.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddTestObservationsIncludedWithinAnOrderedTestBattery,The length of the statement  "            return message.GetTestObservationsIncludedWithinAnOrderedTestBattery(message.TestObservationsIncludedWithinAnOrderedTestBatteryRepetitionsUsed); " is 144.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetActionTakenInResponseToTheEventRecords,The length of the statement  "            object[] result = message.GetRecords("ActionTakenInResponseToTheEventRepetitionsUsed"' "GetActionTakenInResponseToTheEvent"); " is 125.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllActionTakenInResponseToTheEventRecords,The length of the statement  "            return message.GetAllRecords<ID>("ActionTakenInResponseToTheEventRepetitionsUsed"' "GetActionTakenInResponseToTheEvent"); " is 121.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetEventDescriptionFromOriginalReporterRecords,The length of the statement  "            object[] result = message.GetRecords("EventDescriptionFromOriginalReporterRepetitionsUsed"' "GetEventDescriptionFromOriginalReporter"); " is 135.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllEventDescriptionFromOriginalReporterRecords,The length of the statement  "            return message.GetAllRecords<FT>("EventDescriptionFromOriginalReporterRepetitionsUsed"' "GetEventDescriptionFromOriginalReporter"); " is 131.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetEventDescriptionFromPractitionerRecords,The length of the statement  "            object[] result = message.GetRecords("EventDescriptionFromPractitionerRepetitionsUsed"' "GetEventDescriptionFromPractitioner"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllEventDescriptionFromPractitionerRecords,The length of the statement  "            return message.GetAllRecords<FT>("EventDescriptionFromPractitionerRepetitionsUsed"' "GetEventDescriptionFromPractitioner"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetPatientTelecommunicationInformationRecords,The length of the statement  "            object[] result = message.GetRecords("PatientTelecommunicationInformationRepetitionsUsed"' "GetPatientTelecommunicationInformation"); " is 133.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllPatientTelecommunicationInformationRecords,The length of the statement  "            return message.GetAllRecords<XTN>("PatientTelecommunicationInformationRepetitionsUsed"' "GetPatientTelecommunicationInformation"); " is 130.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetGovernmentReimbursementBillingEligibilityRecords,The length of the statement  "            object[] result = message.GetRecords("GovernmentReimbursementBillingEligibilityRepetitionsUsed"' "GetGovernmentReimbursementBillingEligibility"); " is 145.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllGovernmentReimbursementBillingEligibilityRecords,The length of the statement  "            return message.GetAllRecords<CWE>("GovernmentReimbursementBillingEligibilityRepetitionsUsed"' "GetGovernmentReimbursementBillingEligibility"); " is 142.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddGovernmentReimbursementBillingEligibility,The length of the statement  "            return message.GetGovernmentReimbursementBillingEligibility(message.GovernmentReimbursementBillingEligibilityRepetitionsUsed); " is 126.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderCommunicationInformationRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderCommunicationInformationRepetitionsUsed"' "GetProviderCommunicationInformation"); " is 127.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderCommunicationInformationRecords,The length of the statement  "            return message.GetAllRecords<XTN>("ProviderCommunicationInformationRepetitionsUsed"' "GetProviderCommunicationInformation"); " is 124.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetEffectiveEndDateOfProviderRoleRecords,The length of the statement  "            object[] result = message.GetRecords("EffectiveEndDateOfProviderRoleRepetitionsUsed"' "GetEffectiveEndDateOfProviderRole"); " is 123.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllEffectiveEndDateOfProviderRoleRecords,The length of the statement  "            return message.GetAllRecords<DTM>("EffectiveEndDateOfProviderRoleRepetitionsUsed"' "GetEffectiveEndDateOfProviderRole"); " is 120.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderOrganizationLocationInformationRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderOrganizationLocationInformationRepetitionsUsed"' "GetProviderOrganizationLocationInformation"); " is 141.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetAllProviderOrganizationLocationInformationRecords,The length of the statement  "            return message.GetAllRecords<PL>("ProviderOrganizationLocationInformationRepetitionsUsed"' "GetProviderOrganizationLocationInformation"); " is 137.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,AddProviderOrganizationLocationInformation,The length of the statement  "            return message.GetProviderOrganizationLocationInformation(message.ProviderOrganizationLocationInformationRepetitionsUsed); " is 122.
Long Statement,NHapiTools.Model.V27.Segment,SegmentExtensions,D:\research\architectureSmells\repos\dib0_NHapiTools\Model.V27\Segment\SegmentExtensions.cs,GetProviderOrganizationCommunicationInformationRecords,The length of the statement  "            object[] result = message.GetRecords("ProviderOrganizationCommunicationInformationRepetitionsUsed"' "GetProviderOrganizationCommunicationInformation"); " is 151.
