Implementation smell,Namespace,Class,File,Method,Description
Complex Method,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,Cyclomatic complexity of the method is 17
Long Parameter List,LeanIX.Api.Common,ApiClient,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\Common\ApiClient.cs,invokeAPI,The method has 6 parameters.
Long Statement,LeanIX.Api,BusinessCapabilitiesApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\BusinessCapabilitiesApi.cs,getBusinessCapabilities,The length of the statement  "		paramStr = (relations != null && relations is DateTime) ? ((DateTime)(object)relations).ToString ("u") : Convert.ToString (relations); " is 134.
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasChild,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasChild,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasChild)ApiClient.deserialize (response' typeof(FactSheetHasChild));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasChild,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasChild,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasChild,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasChild,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasChild)ApiClient.deserialize (response' typeof(FactSheetHasChild));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasChild,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasChild,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasDocument>)ApiClient.deserialize (response' typeof(List<FactSheetHasDocument>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocuments,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasDocument,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasDocument)ApiClient.deserialize (response' typeof(FactSheetHasDocument));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasDocument,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasLifecycle>)ApiClient.deserialize (response' typeof(List<FactSheetHasLifecycle>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycles,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasLifecycle)ApiClient.deserialize (response' typeof(FactSheetHasLifecycle));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasLifecycle,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscriptions,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscriptions,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscriptions,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<UserSubscription>)ApiClient.deserialize (response' typeof(List<UserSubscription>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscriptions,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createUserSubscription,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (UserSubscription)ApiClient.deserialize (response' typeof(UserSubscription));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteUserSubscription,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteUserSubscription,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteUserSubscription,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "DELETE"' queryParams' null' headerParams);  	if (response != null) {  		return;  	}  	else {  		return;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteUserSubscription,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (List<FactSheetHasPredecessor>)ApiClient.deserialize (response' typeof(List<FactSheetHasPredecessor>));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessors,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "POST"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,createFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "GET"' queryParams' null' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,getFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: try {  	var response = apiClient.invokeAPI (path' "PUT"' queryParams' body' headerParams);  	if (response != null) {  		return (FactSheetHasPredecessor)ApiClient.deserialize (response' typeof(FactSheetHasPredecessor));  	}  	else {  		return null;  	}  }  catch (ApiException ex) {  	if (ex.ErrorCode == 404) {  		return null;  	}  	else {  		throw ex;  	}  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,updateFactSheetHasPredecessor,The following statement contains a magic number: if (ex.ErrorCode == 404) {  	return null;  }  else {  	throw ex;  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasPredecessor,The following statement contains a magic number: if (ID == null || relationID == null) {  	throw new ApiException (400' "missing required params");  }  
Magic Number,LeanIX.Api,ProjectsApi,C:\repos\leanix_leanix-sdk-csharp\src\LeanIX\Api\ProjectsApi.cs,deleteFactSheetHasPredecessor,The following statement contains a magic number: throw new ApiException (400' "missing required params");  
