Implementation smell,Namespace,Class,File,Method,Description
Complex Method,Kinect.Semaphore.UserControls,UserUserControl,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\UserControls\UserUserControl.xaml.cs,Connect,Cyclomatic complexity of the method is 30
Long Identifier,Kinect.Semaphore.Utils,ListViewItemBehaviour,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\Utils\ListViewItemBehaviour.cs,,The length of the parameter IsBroughtIntoViewWhenSelectedProperty is 37.
Long Statement,Kinect.Semaphore.UserControls,MessageUserControl,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\UserControls\MessageUserControl.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/Kinect.Semaphore;component/usercontrols/messageusercontrol.xaml"' System.UriKind.Relative); " is 137.
Long Statement,Kinect.Semaphore.UserControls,UserUserControl,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\UserControls\UserUserControl.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/Kinect.Semaphore;component/usercontrols/userusercontrol.xaml"' System.UriKind.Relative); " is 134.
Long Statement,XamlGeneratedNamespace,GeneratedInternalTypeHelper,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\obj\x86\Debug\GeneratedInternalTypeHelper.g.cs,CreateInstance,The length of the statement  "            return System.Activator.CreateInstance(type' ((System.Reflection.BindingFlags.Public | System.Reflection.BindingFlags.NonPublic)  " is 128.
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
Magic Number,Kinect.Semaphore.ViewModels,MainViewModel,D:\research\architectureSmells\repos\atosorigin_Kinect\src\Demos\Semaphore\ViewModels\MainViewModel.cs,CreateUser,The following statement contains a magic number: return new UserViewModel(i)                        {                            Brush =                                new RadialGradientBrush(Color.FromScRgb(0.85f' r' g' b)'                                                        Color.FromScRgb(0.85f' r/2' g/2' b/2))'                            Head = new Point3D(point.X' point.Y - 100' point.Z)'                             ShoulderCenter = new Point3D(point.X' point.Y - 60' point.Z)'                            ShoulderLeft = new Point3D(point.X - 35' point.Y - 60' point.Z)'                            ShoulderRight = new Point3D(point.X + 35' point.Y - 60' point.Z)'                            ElbowLeft = new Point3D(point.X - 55' point.Y' point.Z)'                            ElbowRight = new Point3D(point.X + 55' point.Y' point.Z)'                            HandLeft = new Point3D(point.X - 50' point.Y + 65' point.Z)'                            HandRight = new Point3D(point.X + 50' point.Y + 65' point.Z)'                            Spine = point'                            HipLeft = new Point3D(point.X - 30' point.Y + 50' point.Z)'                            HipRight = new Point3D(point.X + 30' point.Y + 50' point.Z)'                            KneeLeft = new Point3D(point.X - 35' point.Y + 130' point.Z)'                            KneeRight = new Point3D(point.X + 35' point.Y + 130' point.Z)'                            FootLeft = new Point3D(point.X - 40' point.Y + 210' point.Z)'                            FootRight = new Point3D(point.X + 40' point.Y + 210' point.Z)'                        };
