Repo,Total classes,NOF,NOM,NOP,NOPF,NOPM,LOC,Avg WMC,Avg NC,Avg DIT
LeagueSharp_LeagueSharp.Common,97,522,634,144,346,448,47951,16.43298969,0.010309278,0.010309278
leblancmeneses_NPEG,66,59,292,70,8,240,3665,7.909090909,0.651515152,0.96969697
leen3o_mvcforum,487,468,1646,1136,53,1046,27728,7.075975359,0.295687885,0.295687885
LegendCraft_LegendCraft,460,2400,3171,967,713,1788,86572,29.74565217,0.489130435,0.441304348
lemire_csharpewah,5,22,54,9,11,38,1701,36.6,0,0
leon737_MvcCaptchaLib,8,9,31,19,1,15,385,5.25,0.25,0.125
leonardiwagner_WallegNFe,52,42,96,244,5,61,3029,8.692307692,0.211538462,0.211538462
leotsai_mvcsolution,125,18,309,143,3,239,3330,4.192,0.336,0.264
letianzj_QuantTrading,257,1816,1383,889,380,918,33673,11.94941634,0.260700389,0.326848249
LHCGreg_dbsc,145,146,552,333,56,340,7839,6.448275862,0.586206897,0.586206897
libertyernie_brawltools,1633,9274,8549,4864,5152,4564,211565,14.88426209,0.303735456,0.375995101
libragnar_ragnar,14,25,34,16,0,20,468,3.857142857,0.071428571,0.071428571
ligershark_AzureJobs,17,22,63,23,2,29,931,8.235294118,0.235294118,0.117647059
LightBlueProject_LightBlue,163,159,507,214,10,330,6036,5.012269939,0.349693252,0.386503067
lightszero_cslightcore,190,210,908,632,124,736,21180,18.37894737,0.8,0.884210526
lightszero_CSLightStudio,644,1018,3541,1909,326,2179,75507,17.15372671,0.628881988,0.700310559
limadelic_raconteur,153,241,695,197,127,502,9929,5.320261438,0.215686275,0.248366013
linq2db_linq2db,1082,1943,7818,2012,719,4723,155788,22.63216266,0.34935305,0.426062847
little-sharps_args,76,18,240,122,0,152,2530,4.789473684,0.184210526,0.184210526
log4mongo_log4mongo-net,1,2,1,0,0,1,16,2,0,0
logant_Lyrebird,73,256,479,157,0,135,22083,50.21917808,0.054794521,0.054794521
LogicAndTrick_sledge,499,1462,3933,1275,38,2410,66284,16.33667335,0.432865731,0.482965932
LogosBible_Logos.Utility,51,62,234,31,19,148,3566,9.039215686,0.039215686,0.039215686
Logrythmik_NLog.MongoDB,9,7,22,20,1,11,383,7,0.222222222,0.222222222
Lokad_lokad-cloud,126,134,305,118,12,216,5478,4.222222222,0.198412698,0.30952381
Lokad_lokad-data-platform,125,191,492,104,37,323,6054,6.888,0.328,0.28
LordJZ_Kamilla,107,259,607,358,82,347,14865,12.8317757,0.345794393,0.158878505
loresoft_EntityFramework.Extended,224,304,1040,661,104,620,22265,11.99553571,0.147321429,0.183035714
loresoft_msbuildtasks,186,704,644,1122,29,245,26031,11.19892473,0.301075269,0.301075269
lozanotek_mvcturbine,209,76,728,163,0,507,8683,4.531100478,0.540669856,0.555023923
lstratman_EasyConnect,399,2118,2789,848,277,1485,59103,16.03007519,0.360902256,0.423558897
lstratman_EasyTabs,18,65,108,75,0,41,2813,16.72222222,0.111111111,0.111111111
lucasalexander_Crm-Sample-Code,49,49,50,133,0,28,3122,6.285714286,0,0
luckyrat_KeePass-Favicon-Downloader,1,7,11,1,0,2,389,48,0,0
luiges90_ZhongHuaSanGuoZhi,1410,9575,6894,2344,2697,5374,139227,16.72978723,0.804255319,1.187234043
lukebuehler_CShell,194,304,802,326,48,489,10049,6.871134021,0.422680412,0.412371134
lukesdm_image-comments,8,0,10,0,0,9,91,1.25,0,0
LukeTillman_killrvideo-csharp,170,727,1119,519,216,973,19560,18.5,0.141176471,0.170588235
lukevenediger_champ,21,28,80,30,4,61,1102,7.142857143,0.142857143,0.142857143
lukevenediger_statsd.net,100,176,255,153,25,201,4187,5.68,0.48,0.48
lukewickstead_DOT-NET-on-Linux,225,70,542,115,30,457,6894,3.68,0.115555556,0.106666667
lunarlove_XWall,23,90,139,95,17,52,4424,14,0,0
Lunch-box_SimpleOrderRouting,46,25,108,71,4,67,1437,3.47826087,0.239130435,0.195652174
lzybkr_PSReadLine,40,487,464,315,333,241,12537,39.075,0.05,0.05
m4v_RCSBuildAid,62,227,325,84,110,87,4593,13.11290323,0.387096774,0.419354839
maartenba_GoogleAnalyticsTracker,97,56,253,262,2,189,4379,4.06185567,0.494845361,0.412371134
maartenba_MvcSiteMapProvider,411,452,1706,692,50,978,26893,8.262773723,0.399026764,0.411192214
maartenba_WindowsAzure.Acs.Oauth2,93,102,266,209,51,202,5861,7.161290323,0.290322581,0.322580645
MacawNL_QuickCross,38,117,106,71,41,62,1821,3.789473684,0.473684211,0.631578947
MacTee_KSP-Mod-Admin-aOS,482,3403,3165,2435,482,1396,92834,17.82157676,0.336099585,0.43153527
madd0_AzureStorageDriver,12,20,49,43,0,36,1183,6.5,0.083333333,0.083333333
madelson_MedallionShell,1,0,2,0,0,1,98,57,0,0
madskristensen_MiniBlogFormatter,19,6,40,103,0,7,892,4.210526316,0,0
madskristensen_StaticWebHelper,1,2,7,1,0,3,95,11,0,0
madskristensen_WebEssentials2013,4,2,16,16,0,1,406,12.75,0,0
madskristensen_WebEssentials2015,3,0,0,16,0,0,73,0,0,0
magenic_OrgPortal,73,97,247,136,1,123,3470,5.671232877,0.246575342,0.246575342
magicdict_MagicMongoDBTool,133,1219,942,142,103,281,32084,21.42857143,0.082706767,0.105263158
magicdict_MongoCola,133,1219,942,142,103,281,32084,21.42857143,0.082706767,0.105263158
majorsilence_MPlayerControl,40,143,224,62,16,122,4966,13.8,0,0
malcrom_WaypointCreator,8,84,54,19,0,11,2151,19.875,0,0
managedfusion_managedfusion-rewriter,83,108,313,151,9,207,7590,9.469879518,0.506024096,0.506024096
manicdigger_manicdigger,81,323,620,48,185,334,6932,12.37037037,0.086419753,0.12345679
manishma_IZWebFileManager,58,166,458,304,4,155,9191,17.75862069,0.224137931,0.224137931
manojlds_cmd,17,7,29,20,3,20,287,1.882352941,0.588235294,0.705882353
Mantus667_EventCalendarBelle,74,5,161,195,1,137,4114,5.864864865,0,0
manunt_AssemblyVisualizer,223,381,1072,633,133,435,15083,7.883408072,0.69058296,0.784753363
marcjoha_AudioSwitcher,3,8,13,5,0,3,228,7,0,0
MarcusKohnert_Kinect.ReactiveV2,64,27,202,33,1,169,2986,5.28125,0.09375,0.09375
marcusoftnet_SpecFlow.Assist.Dynamic,19,17,169,4,0,149,2381,10.15789474,0,0
marek-stoj_NReadability,77,347,461,172,7,249,12249,27.20779221,0.064935065,0.064935065
margro_TVServerXBMC,63,129,298,19,46,255,5032,11.82539683,0.619047619,0.619047619
MarimerLLC_csla,1972,3341,11966,4207,586,5100,246510,11.00456389,0.68306288,0.709939148
markallanson_nmqtt,103,165,426,159,4,294,7908,5.893203883,0.572815534,0.572815534
marklagendijk_WinLess,15,70,113,33,0,39,2155,14.53333333,0.066666667,0.066666667
markrendle_Simple.Data,300,413,1773,296,7,1123,18243,9.116666667,0.37,0.343333333
markrendle_Simple.Data.Sample,53,2,116,36,1,39,2440,6.490566038,0,0
markrendle_Simple.Web,275,347,694,298,102,393,10166,4.181818182,0.4,0.381818182
markryd_XamlWatcher,9,4,19,8,0,8,324,4.666666667,0,0
MarkVSullivan_SobekCM-Web-Application,1196,1913,5747,6219,155,4532,267714,43.41638796,0.544314381,0.715719064
Marlamin_WoWFormatTest,226,906,358,322,734,157,13348,7.845132743,0,0
martijnboland_MvcPaging,18,13,80,65,0,75,1317,7,0.055555556,0.055555556
MartinChavez_School-of-CSharp,48,2,111,8,1,76,1182,2.6875,0.145833333,0.145833333
MartinF_IOCBattle,45,34,72,53,0,65,1010,1.666666667,0.555555556,0.555555556
masroore_CurlSharp,4,8,7,3,0,1,186,2.5,0,0
MasterOfWebM_WebM-Converter,5,45,25,3,0,8,965,22,0,0
mastoj_CQRSShop,41,31,115,20,3,54,977,3.487804878,0.512195122,0.707317073
mathnet_mathnet-numerics,2906,5008,42236,6863,1217,29872,874142,40.54611149,0.482794219,0.531314522
MathosProject_Mathos-Project,134,266,632,117,42,506,13235,8.305970149,0.179104478,0.231343284
mattflo_NSpec,1,1,2,0,0,0,18,2,0,0
Matthew-Davey_mercury-particle-engine,40,98,146,41,62,121,2362,6.05,0.45,0.45
matthewsot_SharpSwift,8,3,69,6,2,58,1189,20,0,0
mattleibow_Mono.Data.Sqlite.Orm,53,38,323,60,7,251,4692,10.56603774,0.037735849,0.037735849
mattwarren_StackOverflowTagServer,38,110,275,54,23,116,7276,26.31578947,0.078947368,0.078947368
mauriciogentile_EasyNetQ.Rx,2,5,5,0,0,5,37,2.5,0,0
mausch_SolrIKVM,19,19,182,1,4,175,905,10.21052632,0,0
mausch_SolrNet,396,298,1348,627,43,1026,20715,5.881313131,0.515151515,0.643939394
Mavamaarten_YoutubeToMp3,11,23,59,20,0,23,1208,12.54545455,0,0
maximilian-krauss_updateSystem.NET,416,1393,1755,893,186,816,42820,8.788461538,0.365384615,0.391826923
maxmind_GeoIP2-dotnet,40,19,208,74,0,127,3049,6.525,0.65,0.8
maxmind_MaxMind-DB-Reader-dotnet,23,31,88,19,3,31,1281,9.565217391,0.086956522,0.086956522
maxtoroq_MvcAccount,8,2,16,24,0,10,218,2,0,0
maxtoroq_MvcCodeRouting,198,218,621,331,20,426,9904,6.777777778,0.368686869,0.424242424
mb300sd_Bitcoin-Tool,58,91,249,34,66,214,3567,14.46551724,0.586206897,0.810344828
mbrit_MetroLog,359,306,1880,563,8,995,22981,9.314763231,0.398328691,0.515320334
mccalltd_AttributeRouting,245,67,787,195,0,707,10186,4.27755102,0.416326531,0.420408163
mchidk_BinaryRage,9,8,26,3,3,19,540,5.777777778,0,0
mcneel_rhinocommon,579,1955,5336,1875,458,4120,126785,16.49568221,0.386873921,0.433506045
mconigliaro_NagiosPluginsNT,93,333,332,52,177,272,6881,10.4516129,0.47311828,0.516129032
McoreD_TDMaker,237,1108,1855,763,354,1150,61435,26.96202532,0.286919831,0.316455696
mdjarv_assettocorsasharedmemory,14,143,23,8,134,15,561,3.357142857,0,0
MediaBrowser_MediaBrowser.Themes.Chocolate,7,205,31,265,179,20,3033,8,0,0
MediaPortal_MPTagThat,802,3307,4623,2932,445,2813,166010,17.24563591,0.360349127,0.421446384
meebey_agsxmpp,1255,2571,5388,1980,695,4262,212340,11.27649402,0.574501992,0.949003984
meebey_leveldb-sharp,10,1,121,33,0,118,1216,14.9,0,0
meebey_smuxi,284,962,1997,924,23,1053,44690,24.13732394,0.316901408,0.362676056
Meeii_SpeedCodingZelda,76,222,316,95,2,259,4124,10.77631579,0.394736842,0.421052632
MefContrib_MefContrib,144,90,469,167,7,313,8060,5.861111111,0.4375,0.486111111
mehdime_DbContextScope,25,27,80,16,0,53,1489,7.44,0.24,0.24
MeoMix_StreamusServer,148,76,443,161,19,323,4504,4.425675676,0.628378378,0.608108108
mercadolibre_net-sdk,2,3,15,9,0,15,327,13,0,0
merces_filegrab,4,58,22,3,0,4,1059,13.5,0,0
merchantwarehouse_syslog4net,14,12,31,8,1,14,803,5,0,0
Merchello_Merchello,1685,1129,6533,3565,13,3399,155968,6.392878338,0.667062315,0.764391691
meshmash_Plankton,16,25,148,56,6,113,3221,23.9375,0,0
metageek-llc_inSSIDer-2,74,418,448,250,70,176,14247,20.64864865,0.040540541,0.040540541
Metric_CardDavNet,26,59,148,61,3,116,4702,22.23076923,0,0
mexx_FeatureSwitcher,23,43,18,7,0,16,728,0.956521739,0.565217391,0.565217391
mfeingold_Boo-Plugin,184,1053,1376,516,537,774,28806,20.89130435,0.320652174,0.331521739
mfenniak_rethinkdb-net,233,311,813,130,77,590,11572,7.214592275,0.746781116,1.107296137
mgholam_fastJSON,37,210,346,8,117,98,7572,46,0,0
mgholam_RaptorDB-Document,159,761,1279,73,292,529,21385,21.60377358,0.257861635,0.270440252
mgravell_protobuf-net,188,395,513,418,15,177,9985,5.35106383,0.090425532,0.106382979
mhinze_ShortBus,18,9,38,3,2,26,286,2.5,0.388888889,0.388888889
mhutch_MonoDevelop.AddinMaker,56,22,159,48,0,124,2584,4.803571429,0.303571429,0.285714286
MicBrain_Master-Password-Recovery-Tool,7,20,22,3,0,4,803,28.42857143,0,0
michael-wolfenden_Polly,394,282,5956,150,18,5503,89755,19.65228426,0.137055838,0.152284264
MichaelJames6_My-StepCounter,1,1,3,0,0,0,125,12,0,0
microcosm_KinectV2OSC,16,54,68,14,0,31,775,7.3125,0.3125,0.3125
Microsoft_audio-recorder,9,38,61,24,1,19,1373,14.55555556,0,0
Microsoft_CardinalityEstimation,10,26,39,5,9,19,6582,11.3,0.3,0.3
Microsoft_dotnetsamples,103,283,435,68,62,198,9433,8.86407767,0.145631068,0.184466019
Microsoft_filter-effects,89,285,444,148,51,202,10402,10.87640449,0.314606742,0.337078652
Microsoft_msbuild,565,719,2946,2068,28,1418,57343,8.608849558,0.605309735,0.62300885
Microsoft_phone-info,14,54,87,82,2,43,2323,16,0,0
Microsoft_photo-inspector,15,73,118,75,10,27,2925,28.2,0,0
Microsoft_rate-my-app,24,97,225,74,52,154,3654,15.70833333,0,0
Microsoft_real-time-filter-demo,24,53,121,52,0,76,2446,9.458333333,0,0
Microsoft_referencesource,106,257,829,256,16,445,20798,13.82075472,0.226415094,0.20754717
Microsoft_Win2D,247,1054,1959,492,219,786,61082,23.22267206,0.060728745,0.064777328
MicrosoftResearch_Dryad,458,1716,3412,1072,338,1944,69727,19.91048035,0.430131004,0.585152838
MicrosoftResearch_Naiad,403,1060,1974,358,238,1293,33036,11.35483871,0.46898263,0.652605459
MicrosoftResearch_NaiadSamples,25,29,128,0,3,116,5438,26.24,0.08,0.08
migratordotnet_Migrator.NET,128,197,1025,192,10,735,9929,11.890625,0.515625,0.578125
Mihara_RasterPropMonitor,87,1394,1026,42,396,666,29237,62.04597701,0.126436782,0.126436782
MikaelEliasson_EntityFramework.Utilities,28,11,99,53,0,60,1360,6.428571429,0.142857143,0.107142857
mike-ward_Markdown-Edit,141,237,540,152,108,223,9836,6.021276596,0.04964539,0.04964539
mike-ward_tweetz-desktop,113,115,312,154,42,180,4694,4.212389381,0.07079646,0.061946903
mikeckennedy_mongodb-query-helper-for-dotnet,8,0,11,37,0,7,496,1.375,0,0
mikefourie_MSBuildExtensionPack,696,2426,2820,14247,520,558,237090,17.8433908,0.247126437,0.247126437
mikehadlow_AsmSpy,23,21,34,44,8,22,728,3.826086957,0.260869565,0.260869565
mikehadlow_EasyNetQ,53,63,136,117,0,85,1940,4.132075472,0.320754717,0.283018868
mikehadlow_Mike.MQShootout,22,37,43,3,0,39,494,2.863636364,0.727272727,0.5
mikeobrien_HidLibrary,39,171,247,125,0,101,3226,11.20512821,0.153846154,0.179487179
mikevalenty_faken,12,99,40,117,0,38,1156,4.083333333,0.083333333,0.083333333
mikevalenty_tamarack,31,12,55,13,2,46,444,2,0.419354839,0.419354839
mikhail-tsennykh_MvcCheckBoxList,31,19,30,44,13,14,1237,3.483870968,0.096774194,0.096774194
milesibastos_NHibernate.AspNet.Identity,24,10,90,50,0,73,1552,6.75,0.375,0.5
milkshakesoftware_PreMailer.Net,19,42,67,23,1,38,977,6.684210526,0.263157895,0.263157895
MindscapeHQ_raygun4net,240,379,1538,635,18,971,26547,15.74583333,0.154166667,0.154166667
MindTouch_SGMLReader,25,129,174,72,2,96,5018,36.04,0.08,0.08
MineStudio_KMCCC,139,283,633,426,90,310,11561,12.12230216,0.136690647,0.136690647
mjrichardson_TypeSql,137,457,1242,282,149,812,21828,21.33576642,0.562043796,0.627737226
mlnlover11_KopiLua-v5.1.5,14,745,3488,3,651,1707,52982,726.4285714,0,0
mlocati_betterpoeditor,240,1145,1422,526,283,723,39304,18.87916667,0.55,0.75
mm201_pkmnFoundations,129,293,744,308,146,588,29850,15.13953488,0.294573643,0.317829457
mmanela_SnippetDesigner,7,33,61,30,3,42,1046,18.28571429,0,0
mmbot_mmbot,132,273,840,209,27,573,11034,10.53030303,0.310606061,0.303030303
mmonteleone_DynamicBuilder,3,2,19,4,0,17,415,10.66666667,0,0
mmooney_MMDB.RazorEmail,12,32,36,12,0,16,831,4.916666667,0.25,0.25
molinch_FFImageLoading,186,156,613,385,77,385,10943,5.97311828,0.327956989,0.370967742
mongodb_mongo-csharp-driver,1413,3179,8697,3054,70,6026,162060,13.34041047,0.707714084,0.695682944
mono_CocosSharp,3152,8804,15292,6054,3598,12138,275705,9.169733503,0.537753807,0.962246193
mono_csvorbis,50,366,297,5,27,165,8449,25.6,0.14,0.18
mono_cxxi,82,123,337,92,25,229,5750,10.37804878,0.37804878,0.475609756
mono_dbus-sharp,76,265,475,77,124,337,7154,17.55263158,0.184210526,0.184210526
mono_entityframework,1768,8387,18313,4875,190,6520,354426,20.72737557,0.488122172,0.574660633
mono_f-spot,1218,3842,7077,1888,1234,3614,211763,11.46387521,0.32183908,0.344006568
mono_gtk-sharp,204,458,1766,499,81,862,19718,17.06372549,0.5,0.725490196
mono_heap-shot,134,409,511,124,194,284,7414,7.813432836,0.21641791,0.291044776
mono_monkeywrench,120,465,678,329,192,640,11683,13.1,0.608333333,0.625
mono_mono-addins,305,976,1869,601,30,1014,35209,16.67868852,0.436065574,0.419672131
mono_mono-tools,614,1377,2825,719,157,1470,60242,14.88762215,1.161237785,1.244299674
mono_mono-upnp,266,537,1410,626,86,717,17519,8.898496241,0.458646617,0.620300752
mono_Mono.Zeroconf,120,245,468,112,96,332,6609,9.291666667,0.258333333,0.275
mono_monodevelop,621,1305,2875,710,115,1633,54014,16.74557166,0.413848631,0.536231884
mono_monotorrent,298,992,1814,702,36,1172,26859,12.56375839,0.516778523,0.657718121
mono_monotouch-bindings,204,332,636,96,23,389,10660,4.382352941,0.019607843,0.019607843
mono_moon,2,5,7,1,0,3,299,20,0,0
mono_olive,398,799,2379,614,142,1821,34264,10.0201005,0.489949749,0.572864322
mono_roslyn,3841,7738,23543,5985,1715,9888,416860,14.67482426,0.44832075,0.546992971
mono_taglib-sharp,274,802,1408,1127,191,1005,68430,13.2189781,0.540145985,0.656934307
mono_xwt,1213,2259,6858,2635,420,4342,93613,10.90189613,0.841714757,1.401483924
Mono-Game_MonoGame.Samples,2,5,7,6,0,1,163,7.5,0,0
Monobjc_monobjc,47,96,324,70,48,220,5874,13.46808511,0.234042553,0.234042553
MonoCross_MonoCross,50,35,239,77,12,181,3731,7.2,0.42,0.4
monoman_PackageManagerAddin,6,19,12,1,0,8,330,2.666666667,0,0
monoman_SvgNet,60,46,693,222,3,490,7460,23.25,0.666666667,0.85
moodmosaic-attic_BonusBits.CodeSamples,50,38,103,37,0,41,2072,5.04,0.18,0.18
moonpyk_mvcdonutcaching,40,24,119,43,0,85,1778,5.45,0.35,0.375
Moq_moq4,244,185,1474,330,2,801,21347,9.995901639,0.454918033,0.422131148
moritzuehling_DemoInfo-public,93,150,273,217,45,167,6293,12.08602151,0.096774194,0.096774194
mosa_MOSA-Project,1294,2687,4942,1806,942,2909,102213,9.026275116,0.680061824,0.976816074
moserware_Skills,63,61,219,53,0,157,2871,5.476190476,0.603174603,0.73015873
mpsbroadband_MassTransit-AzureServiceBus,39,74,142,60,1,102,2248,6.076923077,0.076923077,0.076923077
Mpstark_articulate,58,105,232,84,30,107,5466,9.896551724,0.275862069,0.448275862
MrCircuit_XAMLMarkupExtensions,33,43,146,64,9,90,3463,8.848484848,0.424242424,0.606060606
MRCollective_AutofacContrib.NSubstitute,3,1,11,2,0,10,163,4,0.333333333,0.333333333
MRCollective_ChameleonForms,93,41,450,130,10,341,5886,5.935483871,0.333333333,0.430107527
MRCollective_NHibernate.SqlAzure,26,18,94,42,0,62,1280,4.307692308,0.307692308,0.461538462
MRCollective_ReliableDbProvider,12,9,64,23,5,30,635,5.416666667,0.416666667,0.416666667
MrJul_ForTea,145,255,556,189,57,295,7537,6.337931034,0.331034483,0.44137931
mroach_RollbarSharp,29,8,82,76,8,56,1702,4.379310345,0.103448276,0.103448276
mrosack_Sacknet.KinectFacialRecognition,31,37,84,66,0,48,2427,8,0.35483871,0.290322581
mrsharpoblunto_BobbyTables,48,48,344,48,9,173,7204,25.375,0.125,0.125
mrward_monodevelop-nuget-addin,182,376,968,327,13,397,9137,6.659340659,0.401098901,0.456043956
mrward_monodevelop-nuget-extensions,159,323,1123,348,12,421,10983,11.22641509,0.295597484,0.289308176
MS-UAP_cnblogs-UAP,353,313,978,1173,26,479,18671,4.943342776,0.634560907,1.631728045
msgpack_msgpack-cli,3112,4149,17449,4676,852,12138,421684,12.06105398,0.684447301,1.018637532
mshmelev_RPi.I2C.Net,4,1,22,0,0,13,196,8,0.25,0.25
MSOpenTech_azure-activedirectory-library-for-dotnet,73,89,250,51,2,106,5404,6.397260274,0.109589041,0.123287671
MSOpenTech_http2-katana,201,731,1573,416,408,1296,22175,12.33830846,0.407960199,0.393034826
mspnp_cqrs-journey,350,388,1319,468,52,979,21559,6.108571429,0.4,0.445714286
mspnp_cqrs-journey-code,350,388,1319,468,52,979,21559,6.108571429,0.391428571,0.377142857
mspnp_semantic-logging,126,282,517,251,20,260,10371,8.396825397,0.119047619,0.119047619
mtranter_CypherNet,123,68,282,63,0,103,2661,3.105691057,0.406504065,0.365853659
MugenMvvmToolkit_MugenMvvmToolkit,1052,2466,6596,2031,552,2663,93534,11.47243346,0.63878327,0.6121673
MugenMvvmToolkit_MugenMvvmToolkit.Samples,210,310,480,178,18,197,8960,3.39047619,0.038095238,0.038095238
murrayju_CreateProcessAsUser,4,9,19,0,0,3,292,7.25,0,0
mvba_hbm-to-fnh,49,95,143,32,10,120,2035,5.551020408,0.224489796,0.224489796
MvcExtensions_Core,242,141,838,330,29,529,12899,4.760330579,0.425619835,0.47107438
mwrock_RequestReduce,165,196,676,210,7,495,15970,8.163636364,0.272727273,0.303030303
Mykezero_EasyFarm,141,144,332,257,53,218,8375,3.929078014,0.382978723,0.574468085
Myll_Dota-2-ModKit,35,314,234,117,91,77,8265,21.97142857,0,0
myquay_JsonPatch,24,1,53,21,0,32,750,4.041666667,0.416666667,0.541666667
Myrcon_Procon-1,252,2331,3992,767,57,1358,82963,38.1547619,0.313492063,0.408730159
Myrcon_Procon-2-Potato,560,191,1625,1007,75,1079,39857,6.335714286,0.730357143,1.008928571
mzabani_FastCgiNet,31,55,129,71,3,92,2230,10.25806452,0.419354839,0.483870968
n2cms_n2cms,1542,1861,6961,2659,168,4537,94796,7.983138781,0.569390402,0.613488975
Nagru_Manga-Organizer,27,372,400,74,11,85,12967,49.7037037,0.037037037,0.037037037
nanase_lury,16,4,78,21,0,54,1059,8.625,0.3125,0.3125
NancyFx_Nancy,686,646,2525,794,33,1603,45566,6.339650146,0.467930029,0.537900875
NancyFx_Nancy.MSOwinSecurity,2,0,4,0,0,4,59,2.5,0,0
NancyFx_Nancy.ReSharper,53,74,216,8,16,125,2889,9.301886792,0.075471698,0.075471698
NancyFx_Nancy.Serialization.JsonNet,2,0,2,4,0,2,54,1,0,0
Nandaka_DanbooruDownloader,37,468,332,254,19,97,13185,37.7027027,0.108108108,0.108108108
Nanoko_quartznet-mongodb,10,10,110,19,0,104,1748,17.9,0,0
nant_nant,440,1379,2204,1515,8,1364,77614,14.62727273,0.604545455,0.893181818
NathanKell_ModularFuelSystem,3,3,6,6,0,6,84,3.333333333,0,0
NathanKell_RealSolarSystem,20,83,107,7,28,86,4030,45.05,0,0
naudio_NAudio,906,3410,3606,1399,1249,1726,79930,7.534216336,0.335540839,0.353200883
nbasakuragi_LINQBridgeVs,44,112,109,58,22,57,2585,5.75,0.022727273,0.022727273
nccgroup_UPnP-Pentest-Toolkit,14,334,191,12,4,36,6239,39.5,0,0
nccgroup_WinShareEnum,12,37,91,8,29,20,2197,29.25,0,0
ncqrs_ncqrs,430,420,1195,388,31,717,14309,4.206976744,0.448837209,0.46744186
NDbUnit_NDbUnit,43,24,277,49,1,84,2998,10.72093023,0.627906977,1.209302326
neil3d_excel2json,4,4,10,1,0,6,339,12.75,0,0
nemec_clipr,82,28,258,174,3,139,4943,6.146341463,0.524390244,0.585365854
nemec_pathlib,39,47,411,76,7,188,4753,16.64102564,0.179487179,0.307692308
NeoforceControls_Neoforce-Mono,128,500,719,289,132,277,16265,17.671875,0.5390625,0.96875
net-commons_common-logging,377,451,3119,704,65,2433,53941,15.37665782,0.517241379,0.671087533
NetTopologySuite_NetTopologySuite,1271,2828,8828,1901,201,5938,188319,14.97639654,0.261998426,0.291109363
neuecc_LINQ-to-BigQuery,95,80,529,320,1,439,7420,9.442105263,0.694736842,0.642105263
neuecc_UniRx,1146,2998,6706,773,142,5021,107268,8.193717277,0.678010471,0.681500873
neutmute_RPi.Demo,36,76,120,39,6,66,1903,5.75,0.222222222,0.194444444
NEventStore_NEventStore,7,8,19,13,0,5,346,5.142857143,0,0
NewSpring_Excavator,62,161,147,376,17,53,8447,11.40322581,0.193548387,0.193548387
ngenerics_ngenerics,191,124,1862,291,3,1341,31799,14.35602094,0.361256545,0.481675393
ngraziano_SharpRTSP,46,101,185,109,11,113,4668,14.73913043,0.391304348,0.739130435
ngs-doo_revenj,1203,2103,6325,1380,380,4310,95502,11.56525353,0.44638404,0.450540316
NHaml_NHaml,93,57,330,93,0,172,3264,5.838709677,0.47311828,0.483870968
nhibernate_nhibernate-core,1,0,1,0,0,0,36,7,0,0
nhibernate_NHibernate.Spatial,173,143,972,119,10,720,12498,9.439306358,0.612716763,0.687861272
nHydrate_nHydrate,703,1977,4743,2721,253,3050,124790,20.17211949,0.53485064,0.972972973
NickStrupat_EntityFramework.Triggers,57,36,162,22,2,65,1990,4.666666667,0.736842105,1.263157895
NickStrupat_NameOf,13,38,67,30,16,51,1393,9,0.153846154,0.153846154
NiclasOlofsson_MiNET,830,969,3020,691,518,1935,48859,8.055421687,0.757831325,0.874698795
nicolaiarocci_Eve.NET,7,2,56,11,0,43,846,15.14285714,0.285714286,0.285714286
NicolasDorier_NBitcoin,552,1239,3981,1078,189,2886,64777,15.03623188,0.514492754,0.608695652
NicoVermeir_XamlStyler,59,45,132,94,5,99,2286,5.525423729,0.406779661,0.406779661
NICTA_xsharpx,41,43,436,169,2,392,3336,11.41463415,0,0
nigel-sampson_Spectrum,111,61,263,90,9,151,3391,3.018018018,0.243243243,0.261261261
nightroman_FarNet,34,106,98,70,18,53,2793,15.94117647,0.029411765,0.029411765
Nigrimmist_HelloBot,58,107,194,109,11,105,3634,6.568965517,0.534482759,0.534482759
Nihlus_Launchpad,38,139,225,24,2,129,4828,14.26315789,0.105263158,0.105263158
niik_RxSpy,117,177,390,245,4,248,6754,7.05982906,0.658119658,0.658119658
nikhilk_scriptsharp,1065,1822,4780,2405,631,3499,73446,8.920187793,0.470422535,0.492018779
ninject_ninject.extensions.factory,18,8,79,5,0,45,1523,6.055555556,0.333333333,0.444444444
ninject_ninject.extensions.logging,23,8,244,58,0,191,2913,16.04347826,0.869565217,0.869565217
ninject_ninject.extensions.wf,31,15,177,45,0,104,1548,6,0.548387097,0.548387097
ninject_ninject.extensions.xml,28,24,50,17,6,29,928,2.25,0.642857143,0.678571429
ninject_ninject.mockingkernel,21,11,39,13,0,35,697,2.095238095,0.428571429,0.428571429
ninject_ninject.web,10,3,20,2,0,8,285,2.9,0,0
ninject_ninject.web.mvc,4,1,11,2,0,7,155,4.25,0,0
Ninputer_VBF,203,413,841,339,20,587,10297,7.349753695,0.42364532,0.482758621
Nirklav_TCPChat,264,683,1222,402,104,725,22886,11.08712121,0.496212121,0.609848485
niveuseverto_fomm,402,1757,2519,741,158,1171,78997,22.10945274,0.231343284,0.26119403
nkc3g4_wtg-assistant,48,264,295,101,53,125,8825,17.0625,0,0
nlkl_Optional,25,12,413,14,0,408,4829,30.4,0,0
NLog_NLog,2314,2151,13873,4108,151,7427,274144,12.27744166,0.530250648,0.667675022
NLua_NLua,177,390,1527,166,85,865,24474,17.24293785,0.09039548,0.09039548
