Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,when_reading_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,then_creates_model_with_expiration_date_and_version,The length of the statement  "                Assert.InRange(dto.ReservationExpirationDate.Value' orderPlaced.ReservationAutoExpiration.AddSeconds(-1)' orderPlaced.ReservationAutoExpiration.AddSeconds(1)); " is 159.
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,then_creates_order_lines,The following statement contains a magic number: Assert.Equal(10' dto.Lines[0].Quantity);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,then_creates_order_lines,The following statement contains a magic number: Assert.Equal(5' dto.Lines[0].UnitPrice);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,then_creates_order_lines,The following statement contains a magic number: Assert.Equal(50' dto.Total);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 20'                      Version = 8'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 20'                      Version = 8'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 20'                      Version = 8'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 20'                      Version = 8'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 20'                      Version = 8'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: Assert.Equal(20' dto.Lines[0].LineTotal);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: Assert.Equal(2' dto.Lines[0].Quantity);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: Assert.Equal(10' dto.Lines[0].UnitPrice);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: Assert.Equal(20' dto.Total);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated_then_replaces_line,The following statement contains a magic number: Assert.Equal(8' dto.OrderVersion);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,expiration_is_idempotent,The following statement contains a magic number: this.sut.Handle(new OrderExpired { SourceId = orderId' Version = 15 });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,expiration_is_idempotent,The following statement contains a magic number: this.sut.Handle(new OrderExpired { SourceId = orderId' Version = 15 });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_seat_assignments_created_then_updates_order_with_assignments_id,The following statement contains a magic number: Assert.Equal(4' dto.OrderVersion);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_confirmed_then_removes_expiration,The following statement contains a magic number: this.sut.Handle(new OrderConfirmed { SourceId = orderId' Version = 15 });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_confirmed_then_removes_expiration,The following statement contains a magic number: Assert.Equal(15' dto.OrderVersion);
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderPlaced                  {                      SourceId = orderId'                      ReservationAutoExpiration = DateTime.UtcNow.AddMinutes(10)'                      Version = 2'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderPlaced                  {                      SourceId = orderId'                      ReservationAutoExpiration = DateTime.UtcNow.AddMinutes(10)'                      Version = 2'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,given_a_new_calculated_order,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 50'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 10'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 1'                               UnitPrice = 10                           }'                      }'                      Total = 60'                      IsFreeOfCharge = true'                      Version = 9'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.PricedOrderViewModelGeneratorFixture,given_a_new_calculated_order,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\PricedOrderViewModelGeneratorFixture.cs,when_recalculated__after_new_update_then_replaces_line,The following statement contains a magic number: this.sut.Handle(new OrderTotalsCalculated                  {                      SourceId = orderId'                      Lines = new[]                      {                          new SeatOrderLine                           {                               LineTotal = 10'                               SeatType = this.seatCreatedEvents[0].SourceId'                               Quantity = 2'                               UnitPrice = 5                           }'                          new SeatOrderLine                           {                               LineTotal = 20'                               SeatType = this.seatCreatedEvents[1].SourceId'                               Quantity = 2'                               UnitPrice = 10                           }'                      }'                      Total = 30'                      Version = 12'                  });
Magic Number,Registration.IntegrationTests.SeatAssignmentsViewModelGeneratorFixture,given_created_seat_assignments,C:\research\architectureSmells\repos\mspnp_cqrs-journey\source\Conference\Registration.IntegrationTests\SeatAssignmentsViewModelGeneratorFixture.cs,then_creates_model_with_seat_names,The following statement contains a magic number: Assert.Equal(dto.Seats.Count' 2);
