Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,HandHistories.Parser.UnitTests.Parsers.HandSummaryParserTests.GeneralHandTests,HandParserGeneralHandTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandSummaryParserTests\GeneralHandTests\HandParserGeneralHandTests.cs,HandParserGeneralHandTests,The method has 8 parameters. Parameters: site' expectedHandId' expectedDateOfHand' expectedDealerButtonPosition' expectedNumberOfPlayers' expectedRake' expectedPotSize' handFile
Long Parameter List,HandHistories.Parser.UnitTests.Utils.AllInActionHelperTests,AllInActionHelperTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Utils\AllInActionHelperTests\AllInActionHelperTests.AllInActionType.cs,TestAllInActionHelper,The method has 5 parameters. Parameters: playerName' amount' street' actions' expectedAllInActionType
Long Identifier,HandHistories.Parser.UnitTests.Parsers.PerformanceTest,HandParserPerformanceTest,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\PerformanceTests\HandParserPerformanceTests.cs,Performance_Parse1000Hands,The length of the parameter ExecutionTimeLessThanFiveSeconds is 32.
Long Statement,HandHistories.Parser.UnitTests.Parsers.FastParserTests.PokerStars,PokerStarsFastParserActionTests,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\FastParserTests\PokerStars\PokerStarsFastParserActionTests.cs,ParseRegularActionLine_RaisesReachesCap_Works,The length of the statement  "                GetPokerStarsFastParser().ParseRegularActionLine(@"WANGZHEGL: raises $7.10 to $9.01 and has reached the $10 cap"' 9' Street.Preflop); " is 133.
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPokerStarsImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPokerStarsImpl.cs,AllInHand_NeedsRaiseAdjusting_BigBlindOptionRaisesOption_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("idirabotai"' HandActionType.SMALL_BLIND' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.BIG_BLIND' 1m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.RAISE' 2m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 2m' Street.Preflop)'                                            new HandAction("jweeke"' HandActionType.BET' 4m' Street.Flop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 4m' Street.Flop)'                                            new HandAction("jweeke"' HandActionType.CHECK' 0' Street.Turn)'                                          new HandAction("idirabotai"' HandActionType.BET' 7m' Street.Turn)'                                          new HandAction("jweeke"' HandActionType.FOLD' 0' Street.Turn)'                                            new HandAction("idirabotai"' HandActionType.UNCALLED_BET' 7m' Street.Turn)'                                          new WinningsAction("idirabotai"' HandActionType.WINS' 13.50m' 0)'                                          new HandAction("idirabotai"' HandActionType.MUCKS' 0' Street.Showdown)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPokerStarsImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPokerStarsImpl.cs,AllInHand_NeedsRaiseAdjusting_BigBlindOptionRaisesOption_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("idirabotai"' HandActionType.SMALL_BLIND' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.BIG_BLIND' 1m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.RAISE' 2m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 2m' Street.Preflop)'                                            new HandAction("jweeke"' HandActionType.BET' 4m' Street.Flop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 4m' Street.Flop)'                                            new HandAction("jweeke"' HandActionType.CHECK' 0' Street.Turn)'                                          new HandAction("idirabotai"' HandActionType.BET' 7m' Street.Turn)'                                          new HandAction("jweeke"' HandActionType.FOLD' 0' Street.Turn)'                                            new HandAction("idirabotai"' HandActionType.UNCALLED_BET' 7m' Street.Turn)'                                          new WinningsAction("idirabotai"' HandActionType.WINS' 13.50m' 0)'                                          new HandAction("idirabotai"' HandActionType.MUCKS' 0' Street.Showdown)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPokerStarsImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPokerStarsImpl.cs,AllInHand_NeedsRaiseAdjusting_BigBlindOptionRaisesOption_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("idirabotai"' HandActionType.SMALL_BLIND' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.BIG_BLIND' 1m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.RAISE' 2m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 2m' Street.Preflop)'                                            new HandAction("jweeke"' HandActionType.BET' 4m' Street.Flop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 4m' Street.Flop)'                                            new HandAction("jweeke"' HandActionType.CHECK' 0' Street.Turn)'                                          new HandAction("idirabotai"' HandActionType.BET' 7m' Street.Turn)'                                          new HandAction("jweeke"' HandActionType.FOLD' 0' Street.Turn)'                                            new HandAction("idirabotai"' HandActionType.UNCALLED_BET' 7m' Street.Turn)'                                          new WinningsAction("idirabotai"' HandActionType.WINS' 13.50m' 0)'                                          new HandAction("idirabotai"' HandActionType.MUCKS' 0' Street.Showdown)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPokerStarsImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPokerStarsImpl.cs,AllInHand_NeedsRaiseAdjusting_BigBlindOptionRaisesOption_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("idirabotai"' HandActionType.SMALL_BLIND' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.BIG_BLIND' 1m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.RAISE' 2m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 2m' Street.Preflop)'                                            new HandAction("jweeke"' HandActionType.BET' 4m' Street.Flop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 4m' Street.Flop)'                                            new HandAction("jweeke"' HandActionType.CHECK' 0' Street.Turn)'                                          new HandAction("idirabotai"' HandActionType.BET' 7m' Street.Turn)'                                          new HandAction("jweeke"' HandActionType.FOLD' 0' Street.Turn)'                                            new HandAction("idirabotai"' HandActionType.UNCALLED_BET' 7m' Street.Turn)'                                          new WinningsAction("idirabotai"' HandActionType.WINS' 13.50m' 0)'                                          new HandAction("idirabotai"' HandActionType.MUCKS' 0' Street.Showdown)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPokerStarsImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPokerStarsImpl.cs,AllInHand_NeedsRaiseAdjusting_BigBlindOptionRaisesOption_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()                                      {                                          new HandAction("idirabotai"' HandActionType.SMALL_BLIND' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.BIG_BLIND' 1m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 0.5m' Street.Preflop)'                                          new HandAction("jweeke"' HandActionType.RAISE' 2m' Street.Preflop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 2m' Street.Preflop)'                                            new HandAction("jweeke"' HandActionType.BET' 4m' Street.Flop)'                                          new HandAction("idirabotai"' HandActionType.CALL' 4m' Street.Flop)'                                            new HandAction("jweeke"' HandActionType.CHECK' 0' Street.Turn)'                                          new HandAction("idirabotai"' HandActionType.BET' 7m' Street.Turn)'                                          new HandAction("jweeke"' HandActionType.FOLD' 0' Street.Turn)'                                            new HandAction("idirabotai"' HandActionType.UNCALLED_BET' 7m' Street.Turn)'                                          new WinningsAction("idirabotai"' HandActionType.WINS' 13.50m' 0)'                                          new HandAction("idirabotai"' HandActionType.MUCKS' 0' Street.Showdown)                                      };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParsePosting_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("StreetsAhead"' HandActionType.SMALL_BLIND' 1m' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.BIG_BLIND' 2m' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.POSTS' 3m' Street.Preflop)'                    new HandAction("oONUKAo"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("Peacli"' HandActionType.RAISE' 2m' Street.Preflop)'                  new HandAction("LoudAndFast"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("StreetsAhead"' HandActionType.FOLD' Street.Preflop)'                  new HandAction("peace_da_ball"' HandActionType.CALL' 2m' Street.Preflop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 7.12m' Street.Flop)'                  new HandAction("Peacli"' HandActionType.CALL' 7.12m' Street.Flop)'                    new HandAction("peace_da_ball"' HandActionType.BET' 14m' Street.Turn)'                  new HandAction("Peacli"' HandActionType.CALL' 14m' Street.Turn)'                    new HandAction("peace_da_ball"' HandActionType.CHECK' Street.River)'                  new HandAction("Peacli"' HandActionType.CHECK' Street.River)'                    new HandAction("peace_da_ball"' HandActionType.SHOW' 0m' Street.River)'                  new HandAction("Peacli"' HandActionType.SHOW' 0m' Street.River)'                  new WinningsAction("peace_da_ball"' HandActionType.WINS' 49.63m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParseTimeBank_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("Player2"' HandActionType.SMALL_BLIND' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.BIG_BLIND' 0.02m' Street.Preflop)'                    new HandAction("Player2"' HandActionType.CALL' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.CHECK' 0m' Street.Preflop)'                    new HandAction("Player1"' HandActionType.BET' 0.04m' Street.Flop)'                  new HandAction("Player2"' HandActionType.RAISE' 0.16m' Street.Flop)'                  new HandAction("Player1"' HandActionType.FOLD' 0m' Street.Flop)'                    new HandAction("Player2"' HandActionType.MUCKS' 0m' Street.Flop)'                  new WinningsAction("Player2"' HandActionType.WINS' 0.24m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParseTimeBank_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("Player2"' HandActionType.SMALL_BLIND' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.BIG_BLIND' 0.02m' Street.Preflop)'                    new HandAction("Player2"' HandActionType.CALL' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.CHECK' 0m' Street.Preflop)'                    new HandAction("Player1"' HandActionType.BET' 0.04m' Street.Flop)'                  new HandAction("Player2"' HandActionType.RAISE' 0.16m' Street.Flop)'                  new HandAction("Player1"' HandActionType.FOLD' 0m' Street.Flop)'                    new HandAction("Player2"' HandActionType.MUCKS' 0m' Street.Flop)'                  new WinningsAction("Player2"' HandActionType.WINS' 0.24m' 0)'              };
Magic Number,HandHistories.Parser.UnitTests.Parsers.HandParserTests.HandActionTests,HandParserHandActionTestsPartyPokerImpl,D:\research\architectureSmells\repos\HHSmithy_PokerHandHistoryParser\HandHistories.Parser.UnitTests\Parsers\HandParserTests\HandActionTests\HandParserHandActionTestsPartyPokerImpl.cs,ParseTimeBank_Works,The following statement contains a magic number: List<HandAction> expectedActions = new List<HandAction>()              {                  new HandAction("Player2"' HandActionType.SMALL_BLIND' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.BIG_BLIND' 0.02m' Street.Preflop)'                    new HandAction("Player2"' HandActionType.CALL' 0.01m' Street.Preflop)'                  new HandAction("Player1"' HandActionType.CHECK' 0m' Street.Preflop)'                    new HandAction("Player1"' HandActionType.BET' 0.04m' Street.Flop)'                  new HandAction("Player2"' HandActionType.RAISE' 0.16m' Street.Flop)'                  new HandAction("Player1"' HandActionType.FOLD' 0m' Street.Flop)'                    new HandAction("Player2"' HandActionType.MUCKS' 0m' Street.Flop)'                  new WinningsAction("Player2"' HandActionType.WINS' 0.24m' 0)'              };
